,year,month,intent,police,sex,age,race,other,place,education
55190,2013,6,Suicide,0,M,74,White,100,Other unspecified,Some college
55191,2013,6,Suicide,0,M,81,White,100,Other unspecified,Matric
55192,2013,6,Suicide,0,M,60,White,100,Other unspecified,Some college
55193,2013,6,Homicide,0,M,44,Black,210,Other specified,Matric
55194,2013,5,Homicide,0,M,25,Black,100,Home,Matric
55195,2013,6,Suicide,0,M,56,White,100,Other unspecified,Matric
55196,2013,6,Suicide,0,M,37,White,100,Home,Some college
55197,2013,6,Homicide,0,M,39,Black,260,Other unspecified,Less than Matric
55198,2013,6,Suicide,0,M,46,White,100,Farm,Matric
55199,2013,6,Suicide,0,M,51,White,100,Other unspecified,Some college
55200,2013,6,Suicide,0,M,74,White,100,Other specified,Matric
55201,2013,6,Suicide,0,M,53,Black,282,Home,Less than Matric
55202,2013,6,Homicide,0,F,20,Black,100,Other unspecified,Some college
55203,2013,6,Homicide,0,F,45,White,100,Home,Matric
55204,2013,6,Suicide,0,M,55,White,100,Home,BA+
55205,2013,6,Suicide,0,M,64,White,100,Home,Matric
55206,2013,6,Suicide,0,M,41,White,100,Other unspecified,Matric
55207,2013,6,Suicide,0,F,54,White,100,Home,Matric
55208,2013,6,Suicide,0,M,28,White,100,Home,Some college
55209,2013,6,Homicide,0,M,61,White,100,Home,Matric
55210,2013,6,Suicide,0,M,42,White,100,Home,Matric
55211,2013,6,Homicide,0,M,18,Black,100,Home,Less than Matric
55212,2013,6,Suicide,0,M,38,White,100,Home,Less than Matric
55213,2013,6,Homicide,0,M,39,White,100,Street,Matric
55214,2013,6,Homicide,0,M,31,Black,100,Other specified,Less than Matric
55215,2013,6,Homicide,0,M,27,Black,100,Other specified,Matric
55216,2013,7,Suicide,0,M,32,White,100,Other unspecified,Matric
55217,2013,6,Homicide,0,M,25,Black,100,Other unspecified,Some college
55218,2013,6,Suicide,0,M,34,White,100,Home,Matric
55219,2013,6,Homicide,0,M,34,Black,100,Street,Matric
55220,2013,7,Homicide,0,F,32,Black,100,Trade/service area,Matric
55221,2013,6,Suicide,0,M,43,White,100,Home,Matric
55222,2013,7,Suicide,0,M,50,White,100,Home,Matric
55223,2013,7,Homicide,0,M,62,White,100,Home,Less than Matric
55224,2013,6,Suicide,0,M,26,White,100,Other unspecified,Some college
55225,2013,7,Homicide,0,M,16,Black,100,Street,Less than Matric
55226,2013,7,Homicide,0,F,57,White,100,Home,Less than Matric
55227,2013,6,Homicide,0,M,22,Black,100,Street,Some college
55228,2013,7,Suicide,0,M,88,White,100,Home,Some college
55229,2013,7,Suicide,0,M,80,White,100,Home,Some college
55230,2013,7,Suicide,0,M,50,White,100,Other unspecified,BA+
55231,2013,7,Suicide,0,M,58,White,100,Other unspecified,Some college
55232,2013,6,Homicide,0,M,46,White,100,Home,Matric
55233,2013,7,Suicide,0,M,61,White,100,Other specified,Some college
55234,2013,6,Suicide,0,F,47,White,100,Home,Matric
55235,2013,6,Suicide,0,M,21,White,100,Other unspecified,Some college
55236,2013,6,Homicide,0,M,33,Black,100,Other unspecified,Some college
55237,2013,7,Suicide,0,M,74,White,100,Home,BA+
55238,2013,7,Suicide,0,M,46,Black,100,Home,Some college
55239,2013,7,Suicide,0,M,40,White,100,Street,Matric
55240,2013,7,Suicide,0,M,50,White,100,Other specified,Matric
55241,2013,7,Suicide,0,M,34,White,100,Home,Some college
55242,2013,7,Homicide,0,M,20,Black,100,Other specified,Matric
55243,2013,7,Homicide,0,M,23,Black,100,Street,Less than Matric
55244,2013,7,Suicide,0,M,39,White,100,Other specified,Some college
55245,2013,7,Suicide,0,F,28,Black,260,Home,Matric
55246,2013,7,Suicide,0,M,19,White,100,Other specified,Less than Matric
55247,2013,7,Homicide,0,M,57,White,100,Home,Matric
55248,2013,7,Homicide,0,M,22,Black,100,Other unspecified,Matric
55249,2013,7,Suicide,0,M,27,White,100,Other unspecified,Matric
55250,2013,7,Homicide,0,M,22,Black,100,Street,Less than Matric
55251,2013,7,Suicide,0,M,21,White,100,Home,Some college
55252,2013,7,Suicide,0,M,78,White,100,Home,Less than Matric
55253,2013,7,Suicide,0,M,72,White,100,Home,BA+
55254,2013,7,Suicide,0,M,52,White,100,Other unspecified,Less than Matric
55255,2013,7,Suicide,0,M,30,White,100,Home,BA+
55256,2013,7,Suicide,0,M,58,White,100,Other unspecified,Matric
55257,2013,7,Suicide,0,M,76,White,100,Home,Less than Matric
55258,2013,7,Homicide,0,M,20,Black,100,Street,Matric
55259,2013,7,Homicide,0,M,44,Black,100,Other specified,Matric
55260,2013,8,Suicide,0,M,33,White,100,Home,Less than Matric
55261,2013,7,Suicide,0,F,93,White,100,Home,Matric
55262,2013,7,Suicide,0,M,76,White,100,Other specified,BA+
55263,2013,7,Suicide,0,M,64,White,100,Other specified,Matric
55264,2013,6,Suicide,0,M,56,White,100,Home,Some college
55265,2013,7,Homicide,0,F,23,Black,100,Other unspecified,Less than Matric
55266,2013,7,Suicide,0,M,43,White,100,Other specified,Some college
55267,2013,8,Homicide,0,F,30,White,100,Home,BA+
55268,2013,8,Suicide,0,M,32,White,100,Other unspecified,Less than Matric
55269,2013,7,Homicide,0,M,44,Black,100,Home,Matric
55270,2013,7,Suicide,0,M,64,White,100,Other unspecified,Less than Matric
55271,2013,7,Suicide,0,M,41,Black,260,Other unspecified,BA+
55272,2013,8,Homicide,0,M,22,Black,100,Home,Less than Matric
55273,2013,7,Suicide,0,M,60,White,100,Home,Matric
55274,2013,8,Homicide,0,F,30,White,100,Home,Matric
55275,2013,6,Suicide,0,M,75,White,100,Other unspecified,Matric
55276,2013,8,Suicide,0,M,20,White,100,Home,Some college
55277,2013,8,Suicide,0,M,30,White,100,Other unspecified,Matric
55278,2013,8,Suicide,0,M,48,White,100,Home,Matric
55279,2013,7,Homicide,0,M,21,Black,100,Other unspecified,Matric
55280,2013,7,Suicide,0,M,60,White,100,Other specified,Matric
55281,2013,7,Suicide,0,M,73,White,100,Home,BA+
55282,2013,7,Homicide,0,F,63,White,100,Home,Some college
55283,2013,7,Homicide,0,M,24,Black,100,Home,Matric
55284,2013,7,Suicide,0,M,60,White,100,Home,Matric
55285,2013,8,Suicide,0,M,61,White,100,Street,Matric
55286,2013,8,Suicide,0,M,49,White,100,Other unspecified,Matric
55287,2013,8,Homicide,0,M,31,Black,100,Other unspecified,Matric
55288,2013,8,Suicide,0,F,61,White,100,Home,Matric
55289,2013,8,Homicide,0,M,30,Black,100,Street,Some college
55290,2013,8,Homicide,0,M,25,Black,100,Home,Less than Matric
55291,2013,8,Suicide,0,M,31,White,100,Other unspecified,Matric
55292,2013,8,Homicide,0,M,24,Black,260,Other specified,Matric
55293,2013,8,Homicide,0,M,28,Black,100,Other unspecified,Matric
55294,2013,8,Homicide,0,M,59,Black,100,Trade/service area,Matric
55295,2013,8,Suicide,0,M,41,White,100,Home,Matric
55296,2013,8,Suicide,0,M,56,White,100,Other specified,Matric
55297,2013,8,Suicide,0,M,46,White,100,Home,Some college
55298,2013,8,Homicide,1,M,40,White,100,NA,Some college
55299,2013,8,Suicide,0,M,47,White,100,Home,Matric
55300,2013,8,Suicide,0,F,59,White,100,Home,Matric
55301,2013,8,Suicide,0,M,66,White,100,Home,BA+
55302,2013,8,Homicide,0,M,20,Black,100,Other unspecified,Matric
55303,2013,9,Suicide,0,F,43,White,100,Other unspecified,BA+
55304,2013,9,Suicide,0,M,35,White,100,Home,Less than Matric
55305,2013,8,Homicide,0,M,21,Black,100,Other unspecified,Less than Matric
55306,2013,8,Homicide,0,M,27,Black,100,Street,Less than Matric
55307,2013,8,Suicide,0,M,48,White,100,Home,BA+
55308,2013,8,Homicide,0,F,26,Black,100,Street,Some college
55309,2013,8,Suicide,0,M,30,White,100,Home,Matric
55310,2013,9,Suicide,0,M,13,White,100,Home,Less than Matric
55311,2013,9,Suicide,0,M,59,White,100,Street,Matric
55312,2013,8,Homicide,0,M,33,Black,100,Other unspecified,Less than Matric
55313,2013,9,Suicide,0,M,60,White,100,Other specified,Matric
55314,2013,8,Suicide,0,M,39,White,100,Home,Matric
55315,2013,8,Suicide,0,M,58,White,100,Other unspecified,Matric
55316,2013,8,Suicide,0,M,54,White,100,Street,Some college
55317,2013,8,Suicide,0,M,21,White,100,Other unspecified,Some college
55318,2013,9,Homicide,0,M,22,Black,100,Street,Less than Matric
55319,2013,9,Homicide,0,F,28,Black,281,Other unspecified,Some college
55320,2013,9,Homicide,0,M,25,Black,100,Home,Matric
55321,2013,7,Suicide,0,M,29,White,100,Home,BA+
55322,2013,9,Suicide,0,M,25,Black,282,Other unspecified,Some college
55323,2013,8,Suicide,0,M,74,White,100,Home,Some college
55324,2013,9,Suicide,0,M,68,White,100,Home,Matric
55325,2013,8,Homicide,0,M,20,Black,100,Street,Matric
55326,2013,9,Homicide,0,F,24,Black,100,Trade/service area,Less than Matric
55327,2013,9,Suicide,0,M,70,White,100,Home,Some college
55328,2013,9,Homicide,0,F,23,White,100,Other unspecified,Some college
55329,2013,8,Suicide,0,M,57,White,100,Street,Less than Matric
55330,2013,6,Suicide,0,M,17,White,100,Other unspecified,Less than Matric
55331,2013,9,Homicide,0,M,32,Black,100,Farm,Matric
55332,2013,8,Suicide,0,M,32,Black,100,Other unspecified,Matric
55333,2013,9,Suicide,0,M,22,White,100,Home,Some college
55334,2013,9,Suicide,0,F,51,White,100,Other unspecified,Matric
55335,2013,9,Suicide,0,M,21,Black,100,Other specified,Some college
55336,2013,9,Homicide,0,F,39,Black,100,Other unspecified,Less than Matric
55337,2013,9,Suicide,0,M,45,Black,260,Home,Matric
55338,2013,9,Suicide,0,M,62,White,100,Other unspecified,Some college
55339,2013,9,Suicide,0,M,54,White,100,Farm,BA+
55340,2013,9,Suicide,0,M,57,White,100,Home,Matric
55341,2013,10,Suicide,0,M,59,White,100,Home,Some college
55342,2013,10,Homicide,0,M,27,Black,100,Other unspecified,Less than Matric
55343,2013,9,Suicide,0,M,57,White,100,Other unspecified,BA+
55344,2013,9,Suicide,0,M,86,White,100,Other unspecified,BA+
55345,2013,9,Homicide,0,M,64,White,100,Home,BA+
55346,2013,9,Suicide,0,M,83,White,100,Home,Matric
55347,2013,9,Suicide,0,M,25,White,100,Street,Matric
55348,2013,9,Homicide,0,M,31,Black,100,Street,Matric
55349,2013,9,Homicide,0,M,17,Black,100,Street,Less than Matric
55350,2013,9,Homicide,0,M,50,White,100,Home,Matric
55351,2013,10,Suicide,0,M,29,White,100,Other specified,Some college
55352,2013,9,Suicide,0,M,52,White,100,Home,BA+
55353,2013,9,Suicide,0,M,51,White,100,Street,Matric
55354,2013,9,Suicide,0,M,84,White,100,Home,Matric
55355,2013,9,Suicide,0,M,61,White,100,Home,Matric
55356,2013,10,Homicide,0,M,38,White,100,Trade/service area,Matric
55357,2013,10,Suicide,0,M,23,White,100,Home,Matric
55358,2013,9,Suicide,0,M,64,Coloured,100,Other unspecified,BA+
55359,2013,9,Suicide,0,M,68,White,100,Home,BA+
55360,2013,9,Suicide,0,M,79,White,100,Other unspecified,Less than Matric
55361,2013,10,Homicide,0,M,35,Black,100,Home,Less than Matric
55362,2013,9,Homicide,0,M,31,Black,100,Home,Less than Matric
55363,2013,10,Homicide,0,M,30,Black,100,Street,Some college
55364,2013,10,Suicide,0,M,65,White,100,Home,Matric
55365,2013,10,Homicide,0,M,18,Black,100,Home,Less than Matric
55366,2013,9,Suicide,0,M,92,White,100,Home,Matric
55367,2013,9,Homicide,0,F,89,White,100,Home,Some college
55368,2013,10,Suicide,0,M,26,White,100,Other unspecified,BA+
55369,2013,9,Suicide,0,M,82,White,100,Home,Less than Matric
55370,2013,9,Suicide,0,M,78,White,100,Other unspecified,Matric
55371,2013,10,Suicide,0,M,52,White,100,Other unspecified,Some college
55372,2013,9,Suicide,0,M,23,White,100,Other unspecified,Matric
55373,2013,9,Suicide,0,M,69,White,100,Other unspecified,Matric
55374,2013,10,Suicide,0,F,86,White,100,Other unspecified,Matric
55375,2013,10,Suicide,0,M,84,White,100,Other specified,Some college
55376,2013,10,Suicide,0,M,51,White,100,Other specified,Less than Matric
55377,2013,10,Suicide,0,M,62,White,100,Other unspecified,Matric
55378,2013,10,Accidental,0,F,49,White,100,Other unspecified,Some college
55379,2013,10,Suicide,0,M,47,White,100,Home,Some college
55380,2013,10,Suicide,0,M,20,White,100,Other specified,Some college
55381,2013,9,Suicide,0,M,40,Black,100,Other unspecified,Matric
55382,2013,9,Homicide,0,M,30,Black,100,Home,Matric
55383,2013,9,Suicide,0,M,41,Black,100,Home,Matric
55384,2013,10,Suicide,0,M,61,White,100,Other specified,Less than Matric
55385,2013,10,Suicide,0,M,53,White,100,Other unspecified,Matric
55386,2013,10,Suicide,0,M,66,White,100,Home,BA+
55387,2013,10,Homicide,0,M,35,White,100,Other specified,BA+
55388,2013,10,Suicide,0,M,80,White,100,Home,Some college
55389,2013,9,Homicide,0,M,25,Coloured,100,Trade/service area,Some college
55390,2013,10,Suicide,0,M,48,White,100,Home,Matric
55391,2013,10,Homicide,0,M,21,Black,100,Other specified,Matric
55392,2013,10,Homicide,0,M,26,Black,100,Other specified,Matric
55393,2013,10,Homicide,0,M,30,White,100,Home,Some college
55394,2013,10,Suicide,0,M,29,White,100,Home,Some college
55395,2013,10,Suicide,0,F,57,White,100,Other unspecified,BA+
55396,2013,10,Suicide,0,M,71,White,100,Home,BA+
55397,2013,10,Suicide,0,M,55,White,100,Other specified,Matric
55398,2013,10,Suicide,0,M,43,White,100,Other unspecified,Some college
55399,2013,10,Homicide,0,F,54,White,100,Other specified,Matric
55400,2013,10,Suicide,0,M,47,White,100,Home,Matric
55401,2013,10,Homicide,0,M,26,Black,100,Home,Matric
55402,2013,10,Homicide,0,F,47,Black,100,Other unspecified,Some college
55403,2013,10,Suicide,0,M,48,White,100,Other specified,Matric
55404,2013,10,Homicide,0,M,49,White,100,Other specified,BA+
55405,2013,9,Suicide,0,M,71,White,100,Home,BA+
55406,2013,10,Suicide,0,M,83,White,100,Home,Matric
55407,2013,10,Suicide,0,M,63,White,100,Home,Matric
55408,2013,10,Suicide,0,M,61,White,100,Home,BA+
55409,2013,11,Suicide,0,M,45,White,100,Home,Some college
55410,2013,10,Suicide,0,M,65,White,100,Other unspecified,BA+
55411,2013,10,Suicide,0,M,18,White,100,Home,Matric
55412,2013,10,Suicide,0,M,51,White,100,Home,BA+
55413,2013,11,Suicide,0,M,53,White,100,Home,Matric
55414,2013,11,Suicide,0,M,68,White,100,Other unspecified,Matric
55415,2013,10,Homicide,0,F,33,Black,100,Home,Some college
55416,2013,10,Suicide,0,M,59,White,100,Home,Some college
55417,2013,10,Suicide,0,M,62,White,100,Home,Matric
55418,2013,10,Homicide,0,M,20,Black,260,Other specified,Matric
55419,2013,11,Suicide,0,M,58,White,100,Other unspecified,BA+
55420,2013,10,Suicide,0,F,56,White,100,Home,Matric
55421,2013,11,Suicide,0,M,69,White,100,Other unspecified,Matric
55422,2013,11,Homicide,0,M,21,Black,100,Other specified,Matric
55423,2013,10,Suicide,0,M,51,White,100,Street,Some college
55424,2013,11,Suicide,0,M,66,White,100,Other unspecified,Some college
55425,2013,11,Suicide,0,M,71,White,100,Home,Less than Matric
55426,2013,11,Suicide,0,M,43,White,100,Other unspecified,Some college
55427,2013,11,Suicide,0,F,51,White,100,Other unspecified,Matric
55428,2013,11,Suicide,0,M,52,White,100,Home,Matric
55429,2013,11,Suicide,0,M,42,White,100,Home,Less than Matric
55430,2013,11,Homicide,1,M,38,White,100,NA,Less than Matric
55431,2013,11,Suicide,0,M,57,White,100,Home,BA+
55432,2013,11,Suicide,0,M,53,White,100,Other unspecified,Matric
55433,2013,11,Homicide,0,M,24,Black,100,Street,Matric
55434,2013,7,Suicide,0,M,48,White,100,Other specified,Some college
55435,2013,11,Suicide,0,M,77,White,100,Other unspecified,Less than Matric
55436,2013,10,Suicide,0,M,51,White,100,Street,Matric
55437,2013,11,Homicide,0,M,15,Black,100,Home,Less than Matric
55438,2013,11,Suicide,0,M,82,White,100,Other unspecified,Less than Matric
55439,2013,11,Suicide,0,M,54,White,100,Home,Some college
55440,2013,4,Suicide,0,M,41,White,100,Home,Less than Matric
55441,2013,11,Suicide,0,M,56,White,100,Home,BA+
55442,2013,11,Homicide,0,M,13,Coloured,100,Home,Less than Matric
55443,2013,11,Homicide,0,M,9,Coloured,100,Other specified,Less than Matric
55444,2013,11,Suicide,0,M,49,Coloured,100,Other specified,BA+
55445,2013,11,Homicide,0,M,23,Black,100,Trade/service area,Some college
55446,2013,11,Suicide,0,M,82,White,100,Other specified,Matric
55447,2013,11,Suicide,0,M,41,White,100,Home,Matric
55448,2013,11,Suicide,0,M,66,White,100,Home,Some college
55449,2013,11,Suicide,0,M,64,White,100,Home,Matric
55450,2013,11,Suicide,0,M,18,White,100,Other specified,Some college
55451,2013,11,Homicide,0,M,21,Black,100,Street,Matric
55452,2013,11,Homicide,0,F,36,White,100,Home,Some college
55453,2013,11,Suicide,0,M,64,White,100,Other specified,BA+
55454,2013,12,Suicide,0,M,32,White,100,Other specified,Some college
55455,2013,11,Homicide,1,M,25,Black,100,NA,Matric
55456,2013,11,Suicide,0,M,52,White,100,Other specified,Less than Matric
55457,2013,11,Suicide,0,M,30,Black,260,Home,Less than Matric
55458,2013,10,Homicide,1,M,57,White,100,NA,Matric
55459,2013,10,Suicide,0,M,49,White,100,Home,Matric
55460,2013,11,Suicide,0,M,NA,White,100,Other specified,Less than Matric
55461,2013,11,Suicide,0,M,54,White,100,Other unspecified,Some college
55462,2013,9,Suicide,0,M,50,White,100,Other unspecified,Matric
55463,2013,11,Suicide,0,M,38,White,100,Home,Matric
55464,2013,11,Suicide,0,M,73,White,100,Home,Less than Matric
55465,2013,11,Homicide,0,M,42,Black,100,Home,Less than Matric
55466,2013,10,Suicide,0,M,22,White,100,Home,Matric
55467,2013,11,Suicide,0,M,52,White,100,Other unspecified,Matric
55468,2013,12,Suicide,0,F,64,White,100,Home,Some college
55469,2013,12,Homicide,0,M,19,White,100,Other unspecified,Less than Matric
55470,2013,9,Suicide,0,M,74,White,100,Home,BA+
55471,2013,11,Suicide,0,M,76,White,100,Home,Matric
55472,2013,12,Suicide,0,M,38,White,100,Home,Some college
55473,2013,11,Undetermined,0,M,52,White,100,Street,Matric
55474,2013,12,Homicide,0,M,18,Black,100,Other specified,Less than Matric
55475,2013,11,Homicide,0,M,24,Black,100,Other unspecified,Matric
55476,2013,11,Homicide,0,M,30,Black,100,Other specified,Less than Matric
55477,2013,12,Homicide,0,M,20,Black,100,Street,Matric
55478,2013,11,Homicide,0,F,32,Black,223,Home,Some college
55479,2013,11,Suicide,0,M,51,Black,223,Home,Matric
55480,2013,12,Suicide,0,M,53,White,100,Home,Matric
55481,2013,12,Suicide,0,M,50,White,100,Other unspecified,Less than Matric
55482,2013,12,Suicide,0,M,64,White,100,Other unspecified,Some college
55483,2013,12,Suicide,0,M,47,White,100,Other unspecified,Matric
55484,2013,12,Suicide,0,M,60,White,100,Other specified,Less than Matric
55485,2013,12,Suicide,0,M,45,White,100,Home,Matric
55486,2013,11,Homicide,0,F,43,Coloured,100,Other specified,Some college
55487,2013,12,Homicide,0,M,46,Black,222,Home,Less than Matric
55488,2013,12,Homicide,0,M,50,Coloured,100,Street,Matric
55489,2013,12,Suicide,0,M,54,White,100,Other specified,Matric
55490,2013,12,Homicide,0,M,25,Black,260,Other unspecified,Matric
55491,2013,12,Homicide,0,M,37,Black,100,Street,Some college
55492,2013,12,Suicide,0,M,83,White,100,Home,Some college
55493,2013,12,Suicide,0,M,43,White,100,Other unspecified,Matric
55494,2013,12,Suicide,0,M,65,White,100,Other unspecified,Some college
55495,2013,12,Suicide,0,M,49,White,100,Street,Matric
55496,2013,12,Suicide,0,F,65,White,100,Home,Less than Matric
55497,2013,12,Homicide,0,M,22,Black,100,Street,Less than Matric
55498,2013,12,Suicide,0,F,60,White,100,Other unspecified,Matric
55499,2013,12,Suicide,0,M,86,White,100,Home,Matric
55500,2013,12,Homicide,0,M,29,Black,100,Home,Less than Matric
55501,2013,11,Homicide,0,M,18,Black,100,Street,Less than Matric
55502,2013,12,Homicide,0,M,28,Black,100,Home,Matric
55503,2013,12,Suicide,0,M,21,White,100,Other specified,Some college
55504,2013,12,Suicide,0,M,24,Black,100,Home,Some college
55505,2013,12,Suicide,0,M,48,White,100,Other specified,Matric
55506,2013,10,Suicide,0,M,35,White,100,Home,Matric
55507,2013,12,Suicide,0,M,52,White,100,Other unspecified,Matric
55508,2013,12,Suicide,0,M,52,White,100,Home,Some college
55509,2013,12,Suicide,0,M,38,White,100,Trade/service area,Matric
55510,2013,12,Homicide,0,M,23,Black,100,Street,Less than Matric
55511,2013,12,Suicide,0,M,65,White,100,Other unspecified,Matric
55512,2013,12,Homicide,0,M,21,Black,100,Street,Some college
55513,2013,12,Suicide,0,M,64,White,100,Home,Some college
55514,2013,12,Suicide,0,M,29,White,100,Home,BA+
55515,2013,12,Homicide,0,M,19,Black,100,Other specified,Matric
55516,2013,12,Homicide,0,M,50,Black,260,Other specified,Matric
55517,2013,12,Homicide,0,M,38,Black,100,Home,Matric
55518,2013,12,Homicide,0,M,27,Black,100,Other specified,Less than Matric
55519,2013,12,Homicide,0,M,27,Black,100,Home,Less than Matric
55520,2013,12,Suicide,0,M,25,White,100,Other unspecified,Matric
55521,2013,12,Suicide,0,M,54,Black,100,Other specified,BA+
55522,2013,12,Suicide,0,M,51,White,100,Home,Matric
55523,2013,12,Suicide,0,M,50,White,100,Home,Matric
55524,2013,12,Suicide,0,M,35,White,100,Home,Some college
55525,2013,9,Suicide,0,M,54,White,100,Other unspecified,Matric
55526,2013,12,Suicide,0,M,78,White,100,Other unspecified,Matric
55527,2013,12,Homicide,0,M,22,Black,226,Street,Matric
55528,2013,1,Suicide,0,M,79,White,100,Other unspecified,Matric
55529,2013,1,Suicide,0,M,30,White,100,Home,Some college
55530,2013,1,Suicide,0,M,48,White,100,Other unspecified,Some college
55531,2013,1,Suicide,0,M,82,White,100,Home,Matric
55532,2013,1,Homicide,0,M,30,White,100,Home,Less than Matric
55533,2013,1,Suicide,0,F,71,White,100,Home,Matric
55534,2013,1,Suicide,0,M,36,White,100,Home,Matric
55535,2013,1,Homicide,0,M,25,Black,100,Other specified,Some college
55536,2013,1,Suicide,0,M,30,White,100,Home,Some college
55537,2013,1,Suicide,0,M,65,White,100,Home,BA+
55538,2013,1,Suicide,0,M,68,White,100,Home,Some college
55539,2013,1,Suicide,0,M,68,White,100,Home,Matric
55540,2013,1,Homicide,0,F,16,White,100,Home,Less than Matric
55541,2013,1,Suicide,0,M,43,White,100,Home,Matric
55542,2013,1,Homicide,0,M,33,Black,100,Other specified,Less than Matric
55543,2013,1,Suicide,0,M,30,White,100,Home,Matric
55544,2013,1,Suicide,0,F,51,White,100,Home,Matric
55545,2013,1,Homicide,0,M,20,Black,100,Other specified,Matric
55546,2013,1,Suicide,0,M,34,White,100,Other specified,Matric
55547,2013,1,Homicide,0,M,42,Black,100,Home,Matric
55548,2013,1,Suicide,0,M,50,White,100,Other specified,Matric
55549,2013,1,Suicide,0,M,42,White,100,Other unspecified,Matric
55550,2013,1,Suicide,0,M,83,White,100,Home,Some college
55551,2013,1,Homicide,0,M,40,Black,100,Other unspecified,Matric
55552,2013,1,Homicide,0,M,54,Black,100,Trade/service area,Less than Matric
55553,2013,1,Suicide,0,M,63,White,100,Home,Some college
55554,2013,1,Suicide,0,M,68,White,100,Home,Less than Matric
55555,2013,1,Suicide,0,M,36,White,100,Home,Matric
55556,2013,1,Homicide,0,M,20,Black,100,Other specified,Less than Matric
55557,2013,1,Suicide,0,M,43,White,100,Home,Matric
55558,2013,1,Homicide,0,M,5,White,100,Home,Less than Matric
55559,2013,1,Homicide,0,M,24,Black,100,Home,Matric
55560,2013,1,Suicide,0,M,33,White,100,Home,Some college
55561,2013,1,Suicide,0,F,55,White,100,Other unspecified,Some college
55562,2013,1,Homicide,0,M,24,Black,100,Street,Some college
55563,2013,1,Homicide,0,M,32,White,100,Home,Matric
55564,2013,1,Suicide,0,F,32,White,100,Home,Some college
55565,2013,1,Suicide,0,M,44,White,100,Home,NA
55566,2013,1,Suicide,0,M,74,White,100,Other unspecified,Matric
55567,2013,1,Suicide,0,M,45,White,100,Home,Less than Matric
55568,2013,1,Suicide,0,M,70,White,100,Home,Matric
55569,2013,1,Suicide,0,M,53,White,100,Home,Some college
55570,2013,1,Suicide,0,M,39,White,100,Home,Less than Matric
55571,2013,1,Suicide,0,M,36,White,100,Street,Matric
55572,2013,1,Suicide,0,M,37,White,100,Home,Less than Matric
55573,2013,1,Suicide,0,M,80,White,100,Home,Matric
55574,2013,1,Suicide,0,M,47,White,100,Other unspecified,BA+
55575,2013,1,Suicide,0,M,49,White,100,Home,Matric
55576,2013,1,Suicide,0,F,64,White,100,Home,Matric
55577,2013,1,Suicide,0,M,56,White,100,Other specified,Matric
55578,2013,1,Suicide,0,M,93,White,100,Home,Matric
55579,2013,1,Suicide,0,M,23,White,100,Home,Matric
55580,2013,1,Suicide,0,M,59,White,100,Home,Matric
55581,2013,1,Suicide,0,M,81,White,100,Other unspecified,Less than Matric
55582,2013,1,Homicide,0,M,24,Black,100,Home,Matric
55583,2013,1,Suicide,0,F,55,White,100,Home,Matric
55584,2013,1,Suicide,0,M,32,Black,100,Trade/service area,Some college
55585,2013,1,Homicide,0,M,22,Black,100,Other unspecified,Less than Matric
55586,2013,1,Suicide,0,M,42,White,100,Home,Matric
55587,2013,1,Homicide,0,M,15,Black,100,Trade/service area,Less than Matric
55588,2013,1,Suicide,0,F,74,Black,100,Home,Some college
55589,2013,1,Homicide,0,F,10,White,100,Street,Less than Matric
55590,2013,1,Suicide,0,F,65,White,100,Home,Matric
55591,2013,1,Suicide,0,M,40,White,100,Home,Some college
55592,2013,1,Suicide,0,M,37,White,100,Home,Matric
55593,2013,1,Suicide,0,M,57,White,100,Home,BA+
55594,2013,1,Homicide,0,M,21,Black,100,Home,Less than Matric
55595,2013,1,Suicide,0,M,28,White,100,Home,Some college
55596,2013,1,Suicide,0,F,28,White,100,Home,Matric
55597,2013,1,Homicide,0,M,39,White,100,Other specified,Matric
55598,2013,1,Suicide,0,M,65,White,100,Other specified,Matric
55599,2013,1,Accidental,0,F,6,Black,100,Home,Less than Matric
55600,2013,1,Suicide,0,M,43,White,100,Home,BA+
55601,2013,1,Homicide,0,M,31,Black,100,Other specified,Matric
55602,2013,1,Suicide,0,F,61,White,100,Home,Matric
55603,2013,1,Homicide,0,F,36,White,100,Street,Less than Matric
55604,2013,1,Suicide,0,M,39,White,100,Home,BA+
55605,2013,1,Suicide,0,M,67,White,100,Home,Matric
55606,2013,1,Homicide,0,F,32,Black,100,Home,Less than Matric
55607,2013,1,Suicide,0,M,51,White,100,Home,BA+
55608,2013,1,Suicide,0,M,63,White,100,Home,BA+
55609,2013,1,Homicide,0,M,29,Black,100,Home,Matric
55610,2013,1,Suicide,0,F,21,White,100,Home,Some college
55611,2013,1,Suicide,0,M,25,White,100,Home,Matric
55612,2013,1,Suicide,0,M,82,White,100,Home,Less than Matric
55613,2013,1,Suicide,0,M,57,White,100,Home,Matric
55614,2013,1,Suicide,0,M,67,White,100,Home,Matric
55615,2013,1,Homicide,0,M,50,Black,100,Home,Matric
55616,2013,1,Suicide,0,M,45,White,100,Other specified,Matric
55617,2013,1,Suicide,0,F,20,White,100,Other specified,Some college
55618,2013,1,Suicide,0,M,25,Coloured,100,Home,BA+
55619,2013,1,Suicide,0,M,62,White,100,Home,Matric
55620,2013,1,Suicide,0,F,72,White,100,Other unspecified,Matric
55621,2013,1,Suicide,0,M,40,White,100,Home,Some college
55622,2013,1,Homicide,0,M,39,White,100,Home,Matric
